index,country,year,sex,age,suicides_no,population,suicides_100k,gdp_yearly,gdp_capita,generation
16823,Mexico,2006,female,35-54 years,161,11985917,1.34,"975,387,131,716",9906,Boomers
16824,Mexico,2006,female,55-74 years,52,4886682,1.06,"975,387,131,716",9906,Silent
16825,Mexico,2006,male,5-14 years,114,11875780,0.96,"975,387,131,716",9906,Millenials
16826,Mexico,2006,female,75+ years,11,1441037,0.76,"975,387,131,716",9906,Silent
16827,Mexico,2006,female,5-14 years,61,11508120,0.53,"975,387,131,716",9906,Millenials
16828,Mexico,2007,male,75+ years,136,1055853,12.88,"1,052,696,282,279",10496,Silent
16829,Mexico,2007,male,25-34 years,943,9530655,9.89,"1,052,696,282,279",10496,Generation X
16830,Mexico,2007,male,55-74 years,421,4716115,8.93,"1,052,696,282,279",10496,Silent
16831,Mexico,2007,male,35-54 years,1030,11726685,8.78,"1,052,696,282,279",10496,Boomers
16832,Mexico,2007,male,15-24 years,910,10761087,8.46,"1,052,696,282,279",10496,Millenials
16833,Mexico,2007,female,15-24 years,272,10427676,2.61,"1,052,696,282,279",10496,Millenials
16834,Mexico,2007,female,25-34 years,173,9590582,1.8,"1,052,696,282,279",10496,Generation X
16835,Mexico,2007,female,35-54 years,202,12451981,1.62,"1,052,696,282,279",10496,Boomers
16836,Mexico,2007,female,55-74 years,48,5064820,0.95,"1,052,696,282,279",10496,Silent
16837,Mexico,2007,female,75+ years,14,1503866,0.93,"1,052,696,282,279",10496,Silent
16838,Mexico,2007,male,5-14 years,83,11918904,0.7,"1,052,696,282,279",10496,Generation Z
16839,Mexico,2007,female,5-14 years,53,11546073,0.46,"1,052,696,282,279",10496,Generation Z
16840,Mexico,2008,male,75+ years,145,1101082,13.17,"1,109,989,038,339",10864,Silent
16841,Mexico,2008,male,25-34 years,959,9582642,10.01,"1,109,989,038,339",10864,Generation X
16842,Mexico,2008,male,55-74 years,457,4918339,9.29,"1,109,989,038,339",10864,Silent
16843,Mexico,2008,male,15-24 years,997,10909870,9.14,"1,109,989,038,339",10864,Millenials
16844,Mexico,2008,male,35-54 years,1113,12193540,9.13,"1,109,989,038,339",10864,Boomers
16845,Mexico,2008,female,15-24 years,325,10559325,3.08,"1,109,989,038,339",10864,Millenials
16846,Mexico,2008,female,25-34 years,176,9612896,1.83,"1,109,989,038,339",10864,Generation X
16847,Mexico,2008,female,35-54 years,213,12936391,1.65,"1,109,989,038,339",10864,Boomers
16848,Mexico,2008,female,55-74 years,60,5270209,1.14,"1,109,989,038,339",10864,Silent
16849,Mexico,2008,male,5-14 years,111,11956461,0.93,"1,109,989,038,339",10864,Generation Z
16850,Mexico,2008,female,75+ years,13,1565132,0.83,"1,109,989,038,339",10864,Silent
16851,Mexico,2008,female,5-14 years,73,11564700,0.63,"1,109,989,038,339",10864,Generation Z
16852,Mexico,2009,male,75+ years,163,1144924,14.24,"900,045,362,045",8651,Silent
16853,Mexico,2009,male,25-34 years,985,9636154,10.22,"900,045,362,045",8651,Generation X
16854,Mexico,2009,male,35-54 years,1271,12663131,10.04,"900,045,362,045",8651,Boomers
16855,Mexico,2009,male,55-74 years,497,5132854,9.68,"900,045,362,045",8651,Silent
16856,Mexico,2009,male,15-24 years,1032,11057116,9.33,"900,045,362,045",8651,Millenials
16857,Mexico,2009,female,15-24 years,359,10695396,3.36,"900,045,362,045",8651,Millenials
16858,Mexico,2009,female,25-34 years,212,9636739,2.2,"900,045,362,045",8651,Generation X
16859,Mexico,2009,female,35-54 years,234,13420062,1.74,"900,045,362,045",8651,Boomers
16860,Mexico,2009,female,55-74 years,74,5495711,1.35,"900,045,362,045",8651,Silent
16861,Mexico,2009,male,5-14 years,109,11979752,0.91,"900,045,362,045",8651,Generation Z
16862,Mexico,2009,female,5-14 years,81,11560068,0.7,"900,045,362,045",8651,Generation Z
16863,Mexico,2009,female,75+ years,6,1622435,0.37,"900,045,362,045",8651,Silent
16864,Mexico,2010,male,75+ years,165,1187437,13.9,"1,057,801,282,051",9991,Silent
16865,Mexico,2010,male,25-34 years,936,9704369,9.65,"1,057,801,282,051",9991,Generation X
16866,Mexico,2010,male,15-24 years,1074,11192708,9.6,"1,057,801,282,051",9991,Millenials
16867,Mexico,2010,male,35-54 years,1191,13117850,9.08,"1,057,801,282,051",9991,Generation X
16868,Mexico,2010,male,55-74 years,483,5353293,9.02,"1,057,801,282,051",9991,Silent
16869,Mexico,2010,female,15-24 years,350,10827976,3.23,"1,057,801,282,051",9991,Millenials
16870,Mexico,2010,female,25-34 years,177,9676184,1.83,"1,057,801,282,051",9991,Generation X
16871,Mexico,2010,female,35-54 years,231,13887708,1.66,"1,057,801,282,051",9991,Generation X
16872,Mexico,2010,female,55-74 years,62,5735458,1.08,"1,057,801,282,051",9991,Silent
16873,Mexico,2010,male,5-14 years,109,11983471,0.91,"1,057,801,282,051",9991,Generation Z
16874,Mexico,2010,female,5-14 years,73,11534311,0.63,"1,057,801,282,051",9991,Generation Z
16875,Mexico,2010,female,75+ years,7,1675096,0.42,"1,057,801,282,051",9991,Silent
16876,Mexico,2011,male,75+ years,156,1236980,12.61,"1,180,489,563,964",10965,Silent
16877,Mexico,2011,male,15-24 years,1308,11318362,11.56,"1,180,489,563,964",10965,Millenials
16878,Mexico,2011,male,25-34 years,1024,9792087,10.46,"1,180,489,563,964",10965,Millenials
16879,Mexico,2011,male,35-54 years,1326,13558864,9.78,"1,180,489,563,964",10965,Generation X
16880,Mexico,2011,male,55-74 years,533,5562736,9.58,"1,180,489,563,964",10965,Boomers
16881,Mexico,2011,female,15-24 years,439,10955599,4.01,"1,180,489,563,964",10965,Millenials
16882,Mexico,2011,female,25-34 years,225,9731711,2.31,"1,180,489,563,964",10965,Millenials
16883,Mexico,2011,female,35-54 years,222,14331297,1.55,"1,180,489,563,964",10965,Generation X
16884,Mexico,2011,female,55-74 years,72,5967658,1.21,"1,180,489,563,964",10965,Boomers
16885,Mexico,2011,male,5-14 years,140,11975964,1.17,"1,180,489,563,964",10965,Generation Z
16886,Mexico,2011,female,5-14 years,107,11496698,0.93,"1,180,489,563,964",10965,Generation Z
16887,Mexico,2011,female,75+ years,6,1727144,0.35,"1,180,489,563,964",10965,Silent
16888,Mexico,2012,male,75+ years,170,1283320,13.25,"1,201,090,018,604",10982,Silent
16889,Mexico,2012,male,15-24 years,1251,11427075,10.95,"1,201,090,018,604",10982,Millenials
16890,Mexico,2012,male,25-34 years,1013,9890969,10.24,"1,201,090,018,604",10982,Millenials
16891,Mexico,2012,male,35-54 years,1264,13980301,9.04,"1,201,090,018,604",10982,Generation X
16892,Mexico,2012,male,55-74 years,509,5778173,8.81,"1,201,090,018,604",10982,Boomers
16893,Mexico,2012,female,15-24 years,407,11076558,3.67,"1,201,090,018,604",10982,Millenials
16894,Mexico,2012,female,25-34 years,214,9801779,2.18,"1,201,090,018,604",10982,Millenials
16895,Mexico,2012,female,35-54 years,258,14755637,1.75,"1,201,090,018,604",10982,Generation X
16896,Mexico,2012,female,55-74 years,85,6214623,1.37,"1,201,090,018,604",10982,Boomers
16897,Mexico,2012,male,5-14 years,123,11945793,1.03,"1,201,090,018,604",10982,Generation Z
16898,Mexico,2012,female,5-14 years,79,11441953,0.69,"1,201,090,018,604",10982,Generation Z
16899,Mexico,2012,female,75+ years,8,1772584,0.45,"1,201,090,018,604",10982,Silent
16900,Mexico,2013,male,75+ years,161,1328764,12.12,"1,274,443,078,609",11478,Silent
16901,Mexico,2013,male,25-34 years,1151,10000769,11.51,"1,274,443,078,609",11478,Millenials
16902,Mexico,2013,male,15-24 years,1220,11520698,10.59,"1,274,443,078,609",11478,Millenials
16903,Mexico,2013,male,35-54 years,1469,14385858,10.21,"1,274,443,078,609",11478,Generation X
16904,Mexico,2013,male,55-74 years,565,5999782,9.42,"1,274,443,078,609",11478,Boomers
16905,Mexico,2013,female,15-24 years,392,11186604,3.5,"1,274,443,078,609",11478,Millenials
16906,Mexico,2013,female,25-34 years,212,9885421,2.14,"1,274,443,078,609",11478,Millenials
16907,Mexico,2013,female,35-54 years,263,15162201,1.73,"1,274,443,078,609",11478,Generation X
16908,Mexico,2013,female,55-74 years,94,6474009,1.45,"1,274,443,078,609",11478,Boomers
16909,Mexico,2013,female,75+ years,16,1815829,0.88,"1,274,443,078,609",11478,Silent
16910,Mexico,2013,male,5-14 years,102,11898580,0.86,"1,274,443,078,609",11478,Generation Z
16911,Mexico,2013,female,5-14 years,66,11378193,0.58,"1,274,443,078,609",11478,Generation Z
16912,Mexico,2014,male,75+ years,177,1376264,12.86,"1,314,385,330,073",11663,Silent
16913,Mexico,2014,male,15-24 years,1334,11603241,11.5,"1,314,385,330,073",11663,Millenials
16914,Mexico,2014,male,25-34 years,1140,10118932,11.27,"1,314,385,330,073",11663,Millenials
16915,Mexico,2014,male,35-54 years,1558,14784480,10.54,"1,314,385,330,073",11663,Generation X
16916,Mexico,2014,male,55-74 years,612,6228708,9.83,"1,314,385,330,073",11663,Boomers
16917,Mexico,2014,female,15-24 years,416,11280468,3.69,"1,314,385,330,073",11663,Millenials
16918,Mexico,2014,female,25-34 years,271,9978692,2.72,"1,314,385,330,073",11663,Millenials
16919,Mexico,2014,female,35-54 years,333,15556091,2.14,"1,314,385,330,073",11663,Generation X
16920,Mexico,2014,female,55-74 years,91,6743397,1.35,"1,314,385,330,073",11663,Boomers
16921,Mexico,2014,male,5-14 years,129,11844045,1.09,"1,314,385,330,073",11663,Generation Z
16922,Mexico,2014,female,5-14 years,109,11316008,0.96,"1,314,385,330,073",11663,Generation Z
16923,Mexico,2014,female,75+ years,8,1862263,0.43,"1,314,385,330,073",11663,Silent
16924,Mexico,2015,male,25-34 years,1195,10243158,11.67,"1,169,622,672,463",10228,Millenials
16925,Mexico,2015,male,15-24 years,1347,11676480,11.54,"1,169,622,672,463",10228,Millenials
16926,Mexico,2015,male,75+ years,163,1427654,11.42,"1,169,622,672,463",10228,Silent
16927,Mexico,2015,male,35-54 years,1560,15181008,10.28,"1,169,622,672,463",10228,Generation X
16928,Mexico,2015,male,55-74 years,584,6465941,9.03,"1,169,622,672,463",10228,Boomers
16929,Mexico,2015,female,15-24 years,484,11354811,4.26,"1,169,622,672,463",10228,Millenials
16930,Mexico,2015,female,25-34 years,267,10079012,2.65,"1,169,622,672,463",10228,Millenials
16931,Mexico,2015,female,35-54 years,303,15940497,1.9,"1,169,622,672,463",10228,Generation X
16932,Mexico,2015,female,55-74 years,88,7021916,1.25,"1,169,622,672,463",10228,Boomers
16933,Mexico,2015,male,5-14 years,137,11790898,1.16,"1,169,622,672,463",10228,Generation Z
16934,Mexico,2015,female,5-14 years,95,11261292,0.84,"1,169,622,672,463",10228,Generation Z
16935,Mexico,2015,female,75+ years,11,1915217,0.57,"1,169,622,672,463",10228,Silent
26848,United States,1985,male,75+ years,2177,4064000,53.57,"4,346,734,000,000",19693,G.I. Generation
26849,United States,1985,male,55-74 years,5302,17971000,29.5,"4,346,734,000,000",19693,G.I. Generation
26850,United States,1985,male,25-34 years,5134,20986000,24.46,"4,346,734,000,000",19693,Boomers
26851,United States,1985,male,35-54 years,6053,26589000,22.77,"4,346,734,000,000",19693,Silent
26852,United States,1985,male,15-24 years,4267,19962000,21.38,"4,346,734,000,000",19693,Generation X
26853,United States,1985,female,35-54 years,2105,27763000,7.58,"4,346,734,000,000",19693,Silent
26854,United States,1985,female,55-74 years,1568,21366000,7.34,"4,346,734,000,000",19693,G.I. Generation
26855,United States,1985,female,75+ years,466,7469000,6.24,"4,346,734,000,000",19693,G.I. Generation
26856,United States,1985,female,25-34 years,1242,21041000,5.9,"4,346,734,000,000",19693,Boomers
26857,United States,1985,female,15-24 years,854,19589000,4.36,"4,346,734,000,000",19693,Generation X
26858,United States,1985,male,5-14 years,205,17370000,1.18,"4,346,734,000,000",19693,Generation X
26859,United States,1985,female,5-14 years,73,16553000,0.44,"4,346,734,000,000",19693,Generation X
26860,United States,1986,male,75+ years,2340,4178000,56.01,"4,590,155,000,000",20588,G.I. Generation
26861,United States,1986,male,55-74 years,5500,18101000,30.39,"4,590,155,000,000",20588,G.I. Generation
26862,United States,1986,male,25-34 years,5450,21393000,25.48,"4,590,155,000,000",20588,Boomers
26863,United States,1986,male,35-54 years,6450,27363000,23.57,"4,590,155,000,000",20588,Silent
26864,United States,1986,male,15-24 years,4276,19715000,21.69,"4,590,155,000,000",20588,Generation X
26865,United States,1986,female,35-54 years,2299,28520000,8.06,"4,590,155,000,000",20588,Silent
26866,United States,1986,female,55-74 years,1696,21455000,7.9,"4,590,155,000,000",20588,G.I. Generation
26867,United States,1986,female,75+ years,521,7669000,6.79,"4,590,155,000,000",20588,G.I. Generation
26868,United States,1986,female,25-34 years,1261,21391000,5.9,"4,590,155,000,000",20588,Boomers
26869,United States,1986,female,15-24 years,844,19313000,4.37,"4,590,155,000,000",20588,Generation X
26870,United States,1986,male,5-14 years,199,17338000,1.15,"4,590,155,000,000",20588,Generation X
26871,United States,1986,female,5-14 years,56,16517000,0.34,"4,590,155,000,000",20588,Generation X
26872,United States,1987,male,75+ years,2532,4295000,58.95,"4,870,217,000,000",21631,G.I. Generation
26873,United States,1987,male,55-74 years,5482,18190000,30.14,"4,870,217,000,000",21631,G.I. Generation
26874,United States,1987,male,25-34 years,5370,21670000,24.78,"4,870,217,000,000",21631,Boomers
26875,United States,1987,male,35-54 years,6569,28222000,23.28,"4,870,217,000,000",21631,Silent
26876,United States,1987,male,15-24 years,4109,19327000,21.26,"4,870,217,000,000",21631,Generation X
26877,United States,1987,female,35-54 years,2270,29359000,7.73,"4,870,217,000,000",21631,Silent
26878,United States,1987,female,55-74 years,1596,21497000,7.42,"4,870,217,000,000",21631,G.I. Generation
26879,United States,1987,female,75+ years,504,7872000,6.4,"4,870,217,000,000",21631,G.I. Generation
26880,United States,1987,female,25-34 years,1285,21645000,5.94,"4,870,217,000,000",21631,Boomers
26881,United States,1987,female,15-24 years,815,18925000,4.31,"4,870,217,000,000",21631,Generation X
26882,United States,1987,male,5-14 years,199,17486000,1.14,"4,870,217,000,000",21631,Generation X
26883,United States,1987,female,5-14 years,52,16660000,0.31,"4,870,217,000,000",21631,Generation X
26884,United States,1988,male,75+ years,2548,4409000,57.79,"5,252,629,000,000",23103,G.I. Generation
26885,United States,1988,male,55-74 years,5198,18235000,28.51,"5,252,629,000,000",23103,G.I. Generation
26886,United States,1988,male,25-34 years,5463,21853000,25.0,"5,252,629,000,000",23103,Boomers
26887,United States,1988,male,35-54 years,6528,29147000,22.4,"5,252,629,000,000",23103,Silent
26888,United States,1988,male,15-24 years,4143,18897000,21.92,"5,252,629,000,000",23103,Generation X
26889,United States,1988,female,35-54 years,2209,30281000,7.3,"5,252,629,000,000",23103,Silent
26890,United States,1988,female,55-74 years,1504,21491000,7.0,"5,252,629,000,000",23103,G.I. Generation
26891,United States,1988,female,75+ years,519,8062000,6.44,"5,252,629,000,000",23103,G.I. Generation
26892,United States,1988,female,25-34 years,1247,21822000,5.71,"5,252,629,000,000",23103,Boomers
26893,United States,1988,female,15-24 years,786,18501000,4.25,"5,252,629,000,000",23103,Generation X
26894,United States,1988,male,5-14 years,181,17751000,1.02,"5,252,629,000,000",23103,Generation X
26895,United States,1988,female,5-14 years,62,16904000,0.37,"5,252,629,000,000",23103,Generation X
26896,United States,1989,male,75+ years,2462,4541000,54.22,"5,657,693,000,000",24654,G.I. Generation
26897,United States,1989,male,55-74 years,5185,18295000,28.34,"5,657,693,000,000",24654,G.I. Generation
26898,United States,1989,male,25-34 years,5339,21943000,24.33,"5,657,693,000,000",24654,Boomers
26899,United States,1989,male,35-54 years,6814,30135000,22.61,"5,657,693,000,000",24654,Silent
26900,United States,1989,male,15-24 years,4106,18459000,22.24,"5,657,693,000,000",24654,Generation X
26901,United States,1989,female,35-54 years,2159,31264000,6.91,"5,657,693,000,000",24654,Silent
26902,United States,1989,female,55-74 years,1432,21480000,6.67,"5,657,693,000,000",24654,G.I. Generation
26903,United States,1989,female,75+ years,491,8262000,5.94,"5,657,693,000,000",24654,G.I. Generation
26904,United States,1989,female,25-34 years,1226,21892000,5.6,"5,657,693,000,000",24654,Boomers
26905,United States,1989,female,15-24 years,764,18055000,4.23,"5,657,693,000,000",24654,Generation X
26906,United States,1989,male,5-14 years,184,18010000,1.02,"5,657,693,000,000",24654,Generation X
26907,United States,1989,female,5-14 years,56,17151000,0.33,"5,657,693,000,000",24654,Generation X
26908,United States,1990,male,75+ years,2653,4585900,57.85,"5,979,589,000,000",26004,G.I. Generation
26909,United States,1990,male,55-74 years,5109,17861900,28.6,"5,979,589,000,000",26004,G.I. Generation
26910,United States,1990,male,25-34 years,5339,21564300,24.76,"5,979,589,000,000",26004,Boomers
26911,United States,1990,male,35-54 years,7260,30742000,23.62,"5,979,589,000,000",26004,Silent
26912,United States,1990,male,15-24 years,4160,18915400,21.99,"5,979,589,000,000",26004,Generation X
26913,United States,1990,female,55-74 years,1504,21296300,7.06,"5,979,589,000,000",26004,G.I. Generation
26914,United States,1990,female,35-54 years,2175,31749500,6.85,"5,979,589,000,000",26004,Silent
26915,United States,1990,female,75+ years,511,8447400,6.05,"5,979,589,000,000",26004,G.I. Generation
26916,United States,1990,female,25-34 years,1211,21596400,5.61,"5,979,589,000,000",26004,Boomers
26917,United States,1990,female,15-24 years,709,18097900,3.92,"5,979,589,000,000",26004,Generation X
26918,United States,1990,male,5-14 years,195,17970800,1.09,"5,979,589,000,000",26004,Generation X
26919,United States,1990,female,5-14 years,69,17124400,0.4,"5,979,589,000,000",26004,Generation X
26920,United States,1991,male,75+ years,2673,4769000,56.05,"6,174,043,000,000",26503,G.I. Generation
26921,United States,1991,male,55-74 years,4983,17954000,27.75,"6,174,043,000,000",26503,Silent
26922,United States,1991,male,25-34 years,5361,21427000,25.02,"6,174,043,000,000",26503,Boomers
26923,United States,1991,male,35-54 years,7454,31995000,23.3,"6,174,043,000,000",26503,Boomers
26924,United States,1991,male,15-24 years,4073,18609000,21.89,"6,174,043,000,000",26503,Generation X
26925,United States,1991,female,35-54 years,2296,33017000,6.95,"6,174,043,000,000",26503,Boomers
26926,United States,1991,female,55-74 years,1342,21331000,6.29,"6,174,043,000,000",26503,Silent
26927,United States,1991,female,75+ years,511,8705000,5.87,"6,174,043,000,000",26503,G.I. Generation
26928,United States,1991,female,25-34 years,1153,21450000,5.38,"6,174,043,000,000",26503,Boomers
26929,United States,1991,female,15-24 years,678,17790000,3.81,"6,174,043,000,000",26503,Generation X
26930,United States,1991,male,5-14 years,208,18388000,1.13,"6,174,043,000,000",26503,Millenials
26931,United States,1991,female,5-14 years,58,17520000,0.33,"6,174,043,000,000",26503,Millenials
26932,United States,1992,male,75+ years,2573,4916700,52.33,"6,539,299,000,000",27760,G.I. Generation
26933,United States,1992,male,55-74 years,4818,18038900,26.71,"6,539,299,000,000",27760,Silent
26934,United States,1992,male,25-34 years,5102,21232500,24.03,"6,539,299,000,000",27760,Boomers
26935,United States,1992,male,35-54 years,7679,33165400,23.15,"6,539,299,000,000",27760,Boomers
26936,United States,1992,male,15-24 years,4044,18478000,21.89,"6,539,299,000,000",27760,Generation X
26937,United States,1992,female,35-54 years,2348,34156600,6.87,"6,539,299,000,000",27760,Boomers
26938,United States,1992,female,55-74 years,1325,21346900,6.21,"6,539,299,000,000",27760,Silent
26939,United States,1992,female,75+ years,549,8898100,6.17,"6,539,299,000,000",27760,G.I. Generation
26940,United States,1992,female,25-34 years,1070,21212300,5.04,"6,539,299,000,000",27760,Boomers
26941,United States,1992,female,15-24 years,649,17668700,3.67,"6,539,299,000,000",27760,Generation X
26942,United States,1992,male,5-14 years,232,18668200,1.24,"6,539,299,000,000",27760,Millenials
26943,United States,1992,female,5-14 years,82,17783300,0.46,"6,539,299,000,000",27760,Millenials
26944,United States,1993,male,75+ years,2649,5043500,52.52,"6,878,718,000,000",28891,G.I. Generation
26945,United States,1993,male,55-74 years,4797,18163000,26.41,"6,878,718,000,000",28891,Silent
26946,United States,1993,male,25-34 years,5218,20942000,24.92,"6,878,718,000,000",28891,Boomers
26947,United States,1993,male,35-54 years,7976,34205000,23.32,"6,878,718,000,000",28891,Boomers
26948,United States,1993,male,15-24 years,4119,18399400,22.39,"6,878,718,000,000",28891,Generation X
26949,United States,1993,female,35-54 years,2362,35236400,6.7,"6,878,718,000,000",28891,Boomers
26950,United States,1993,female,55-74 years,1304,21398900,6.09,"6,878,718,000,000",28891,Silent
26951,United States,1993,female,75+ years,519,9090400,5.71,"6,878,718,000,000",28891,G.I. Generation
26952,United States,1993,female,25-34 years,1089,20933400,5.2,"6,878,718,000,000",28891,Boomers
26953,United States,1993,female,15-24 years,730,17630000,4.14,"6,878,718,000,000",28891,Generation X
26954,United States,1993,male,5-14 years,233,18972100,1.23,"6,878,718,000,000",28891,Millenials
26955,United States,1993,female,5-14 years,88,18078200,0.49,"6,878,718,000,000",28891,Millenials
26956,United States,1994,male,75+ years,2629,5185500,50.7,"7,308,755,000,000",30375,G.I. Generation
26957,United States,1994,male,25-34 years,5295,20676800,25.61,"7,308,755,000,000",30375,Boomers
26958,United States,1994,male,55-74 years,4498,18273200,24.62,"7,308,755,000,000",30375,Silent
26959,United States,1994,male,15-24 years,4302,18347400,23.45,"7,308,755,000,000",30375,Generation X
26960,United States,1994,male,35-54 years,8199,35239700,23.27,"7,308,755,000,000",30375,Boomers
26961,United States,1994,female,35-54 years,2472,36290200,6.81,"7,308,755,000,000",30375,Boomers
26962,United States,1994,female,75+ years,514,9261000,5.55,"7,308,755,000,000",30375,G.I. Generation
26963,United States,1994,female,55-74 years,1179,21456100,5.49,"7,308,755,000,000",30375,Silent
26964,United States,1994,female,25-34 years,1059,20677400,5.12,"7,308,755,000,000",30375,Boomers
26965,United States,1994,female,15-24 years,654,17595500,3.72,"7,308,755,000,000",30375,Generation X
26966,United States,1994,male,5-14 years,234,19259500,1.21,"7,308,755,000,000",30375,Millenials
26967,United States,1994,female,5-14 years,88,18351800,0.48,"7,308,755,000,000",30375,Millenials
26968,United States,1995,male,75+ years,2580,5346600,48.25,"7,664,060,000,000",31518,G.I. Generation
26969,United States,1995,male,25-34 years,5234,20432000,25.62,"7,664,060,000,000",31518,Generation X
26970,United States,1995,male,55-74 years,4607,18386200,25.06,"7,664,060,000,000",31518,Silent
26971,United States,1995,male,35-54 years,8545,36243300,23.58,"7,664,060,000,000",31518,Boomers
26972,United States,1995,male,15-24 years,4132,18352000,22.52,"7,664,060,000,000",31518,Generation X
26973,United States,1995,female,35-54 years,2454,37303100,6.58,"7,664,060,000,000",31518,Boomers
26974,United States,1995,female,75+ years,516,9426600,5.47,"7,664,060,000,000",31518,G.I. Generation
26975,United States,1995,female,55-74 years,1157,21504100,5.38,"7,664,060,000,000",31518,Silent
26976,United States,1995,female,25-34 years,1058,20441200,5.18,"7,664,060,000,000",31518,Generation X
26977,United States,1995,female,15-24 years,652,17594600,3.71,"7,664,060,000,000",31518,Generation X
26978,United States,1995,male,5-14 years,260,19528500,1.33,"7,664,060,000,000",31518,Millenials
26979,United States,1995,female,5-14 years,77,18606000,0.41,"7,664,060,000,000",31518,Millenials
26980,United States,1996,male,75+ years,2586,5556200,46.54,"8,100,201,000,000",32928,G.I. Generation
26981,United States,1996,male,55-74 years,4613,18490700,24.95,"8,100,201,000,000",32928,Silent
26982,United States,1996,male,35-54 years,8984,37405100,24.02,"8,100,201,000,000",32928,Boomers
26983,United States,1996,male,25-34 years,4848,20191300,24.01,"8,100,201,000,000",32928,Generation X
26984,United States,1996,male,15-24 years,3724,18617800,20.0,"8,100,201,000,000",32928,Generation X
26985,United States,1996,female,35-54 years,2594,38357900,6.76,"8,100,201,000,000",32928,Boomers
26986,United States,1996,female,55-74 years,1118,21540200,5.19,"8,100,201,000,000",32928,Silent
26987,United States,1996,female,25-34 years,1013,20176900,5.02,"8,100,201,000,000",32928,Generation X
26988,United States,1996,female,75+ years,463,9635400,4.81,"8,100,201,000,000",32928,G.I. Generation
26989,United States,1996,female,15-24 years,634,17604000,3.6,"8,100,201,000,000",32928,Generation X
26990,United States,1996,male,5-14 years,225,19681500,1.14,"8,100,201,000,000",32928,Millenials
26991,United States,1996,female,5-14 years,77,18740800,0.41,"8,100,201,000,000",32928,Millenials
26992,United States,1997,male,75+ years,2566,5740700,44.7,"8,608,515,000,000",34644,G.I. Generation
26993,United States,1997,male,55-74 years,4514,18659400,24.19,"8,608,515,000,000",34644,Silent
26994,United States,1997,male,25-34 years,4684,19810400,23.64,"8,608,515,000,000",34644,Generation X
26995,United States,1997,male,35-54 years,8920,38339600,23.27,"8,608,515,000,000",34644,Boomers
26996,United States,1997,male,15-24 years,3559,18805800,18.93,"8,608,515,000,000",34644,Generation X
26997,United States,1997,female,35-54 years,2758,39291000,7.02,"8,608,515,000,000",34644,Boomers
26998,United States,1997,female,75+ years,499,9836300,5.07,"8,608,515,000,000",34644,G.I. Generation
26999,United States,1997,female,55-74 years,1095,21652100,5.06,"8,608,515,000,000",34644,Silent
27000,United States,1997,female,25-34 years,988,19799100,4.99,"8,608,515,000,000",34644,Generation X
27001,United States,1997,female,15-24 years,627,17773900,3.53,"8,608,515,000,000",34644,Generation X
27002,United States,1997,male,5-14 years,233,19860900,1.17,"8,608,515,000,000",34644,Millenials
27003,United States,1997,female,5-14 years,74,18917200,0.39,"8,608,515,000,000",34644,Millenials
27004,United States,1998,male,75+ years,2686,5948900,45.15,"9,089,168,000,000",36164,G.I. Generation
27005,United States,1998,male,35-54 years,9192,39000700,23.57,"9,089,168,000,000",36164,Boomers
27006,United States,1998,male,55-74 years,4466,19055300,23.44,"9,089,168,000,000",36164,Silent
27007,United States,1998,male,25-34 years,4404,19253800,22.87,"9,089,168,000,000",36164,Generation X
27008,United States,1998,male,15-24 years,3532,19041700,18.55,"9,089,168,000,000",36164,Generation X
27009,United States,1998,female,35-54 years,2776,40104100,6.92,"9,089,168,000,000",36164,Boomers
27010,United States,1998,female,75+ years,520,10057000,5.17,"9,089,168,000,000",36164,G.I. Generation
27011,United States,1998,female,55-74 years,1094,22016000,4.97,"9,089,168,000,000",36164,Silent
27012,United States,1998,female,25-34 years,961,19520600,4.92,"9,089,168,000,000",36164,Generation X
27013,United States,1998,female,15-24 years,603,18171800,3.32,"9,089,168,000,000",36164,Generation X
27014,United States,1998,male,5-14 years,241,20049800,1.2,"9,089,168,000,000",36164,Millenials
27015,United States,1998,female,5-14 years,83,19112800,0.43,"9,089,168,000,000",36164,Millenials
27016,United States,1999,male,75+ years,2549,6111376,41.71,"9,660,624,000,000",38072,G.I. Generation
27017,United States,1999,male,35-54 years,8873,39753404,22.32,"9,660,624,000,000",38072,Boomers
27018,United States,1999,male,25-34 years,4194,18826288,22.28,"9,660,624,000,000",38072,Generation X
27019,United States,1999,male,55-74 years,4306,19349103,22.25,"9,660,624,000,000",38072,Silent
27020,United States,1999,male,15-24 years,3326,19334049,17.2,"9,660,624,000,000",38072,Generation X
27021,United States,1999,female,35-54 years,2674,40861603,6.54,"9,660,624,000,000",38072,Boomers
27022,United States,1999,female,25-34 years,912,19109524,4.77,"9,660,624,000,000",38072,Generation X
27023,United States,1999,female,55-74 years,1061,22258230,4.77,"9,660,624,000,000",38072,Silent
27024,United States,1999,female,75+ years,469,10210401,4.59,"9,660,624,000,000",38072,G.I. Generation
27025,United States,1999,female,15-24 years,575,18439463,3.12,"9,660,624,000,000",38072,Generation X
27026,United States,1999,male,5-14 years,194,20219664,0.96,"9,660,624,000,000",38072,Millenials
27027,United States,1999,female,5-14 years,50,19275566,0.26,"9,660,624,000,000",38072,Millenials
27028,United States,2000,male,75+ years,2589,6106351,42.4,"10,284,779,000,000",39218,G.I. Generation
27029,United States,2000,male,35-54 years,9263,40945028,22.62,"10,284,779,000,000",39218,Boomers
